alpha,tau_m,PM_deg
0.41153846153846146,0.3269230769230769,5.771057511079348
0.4356410256410256,0.3269230769230769,6.279001921768251
0.4597435897435897,0.3269230769230769,6.73759226947593
0.3633333333333333,0.3384615384615385,4.484014231255458
0.3874358974358974,0.3384615384615385,5.109507394459298
0.41153846153846146,0.3384615384615385,5.66691169279692
0.4356410256410256,0.3384615384615385,6.166991355646681
0.4597435897435897,0.3384615384615385,6.618414539552134
0.3633333333333333,0.35000000000000003,4.402746280109888
0.3874358974358974,0.35000000000000003,5.019062468563206
0.41153846153846146,0.35000000000000003,5.568182904490592
0.4356410256410256,0.35000000000000003,6.060750600996266
0.4597435897435897,0.35000000000000003,6.505331296941079
0.3633333333333333,0.36153846153846153,4.3256964940350064
0.3874358974358974,0.36153846153846153,4.93322558528306
0.41153846153846146,0.36153846153846153,5.474418995622901
0.4356410256410256,0.36153846153846153,5.959802020336984
0.4597435897435897,0.36153846153846153,6.397841200332187
0.48384615384615376,0.36153846153846153,6.79542269679379
0.3633333333333333,0.3730769230769231,4.252515109106805
0.3874358974358974,0.3730769230769231,4.851620326909374
0.41153846153846146,0.3730769230769231,5.385218783423979
0.4356410256410256,0.3730769230769231,5.863721436612112
0.4597435897435897,0.3730769230769231,6.29549871334326
0.48384615384615376,0.3730769230769231,6.687355736707029
0.3874358974358974,0.38461538461538464,4.773911779411298
0.41153846153846146,0.38461538461538464,5.300224915788724
0.4356410256410256,0.38461538461538464,5.772130692859145
0.4597435897435897,0.38461538461538464,6.197906375493755
0.48384615384615376,0.38461538461538464,6.584278680113071
0.3874358974358974,0.39615384615384613,4.699800849196779
0.41153846153846146,0.39615384615384613,5.219117916108214
0.4356410256410256,0.39615384615384613,5.684691437446053
0.4597435897435897,0.39615384615384613,6.104708340838615
0.48384615384615376,0.39615384615384613,6.48581944144406
0.5079487179487179,0.39615384615384613,6.833484638332536
0.3874358974358974,0.4076923076923077,4.629019500121155
0.41153846153846146,0.4076923076923077,5.141611185920929
0.4356410256410256,0.4076923076923077,5.601099903575542
0.4597435897435897,0.4076923076923077,6.015584945935433
0.48384615384615376,0.4076923076923077,6.391643612999391
0.5079487179487179,0.4076923076923077,6.734673815918525
0.3874358974358974,0.41923076923076924,4.561326740124869
0.41153846153846146,0.41923076923076924,5.067446788830531
0.4356410256410256,0.41923076923076924,5.521082500643844
0.4597435897435897,0.41923076923076924,5.930248119012911
0.48384615384615376,0.41923076923076924,6.301449702095461
0.5079487179487179,0.41923076923076924,6.640025162511047
0.3874358974358974,0.4307692307692308,4.49650522228902
0.41153846153846146,0.4307692307692308,4.996391875590866
0.4356410256410256,0.4307692307692308,5.444392072546613
0.4597435897435897,0.4307692307692308,5.8484374807608175
0.48384615384615376,0.4307692307692308,6.21496508335046
0.5079487179487179,0.4307692307692308,6.549254685071209
0.532051282051282,0.4307692307692308,6.855680468545465
0.3874358974358974,0.44230769230769235,4.434358352419012
0.41153846153846146,0.44230769230769235,4.928235638423499
0.4356410256410256,0.44230769230769235,5.370804707036533
0.4597435897435897,0.44230769230769235,5.769917017006178
0.48384615384615376,0.44230769230769235,6.131942542674568
0.5079487179487179,0.44230769230769235,6.4621047790447195
0.532051282051282,0.44230769230769235,6.76473029129021
0.3874358974358974,0.45384615384615384,4.374707816505263
0.41153846153846146,0.45384615384615384,4.86278670455637
0.4356410256410256,0.45384615384615384,5.30011700284169
0.4597435897435897,0.45384615384615384,5.694472226816682
0.48384615384615376,0.45384615384615384,6.052157313462842
0.5079487179487179,0.45384615384615384,6.378341159339002
0.532051282051282,0.45384615384615384,6.677304198119912
0.3874358974358974,0.4653846153846154,4.317391458041605
0.41153846153846146,0.4653846153846154,4.799870896160741
0.4356410256410256,0.4653846153846154,5.232143718995714
0.4597435897435897,0.4653846153846154,5.621907667854389
0.48384615384615376,0.4653846153846154,5.975404524296237
0.5079487179487179,0.4653846153846154,6.297750216304937
0.532051282051282,0.4653846153846154,6.593180458668975
0.5561538461538461,0.4653846153846154,6.865236144229113
0.3874358974358974,0.47692307692307695,4.262261448290921
0.41153846153846146,0.47692307692307695,4.739329297428024
0.4356410256410256,0.47692307692307695,5.1667157448448355
0.4597435897435897,0.47692307692307695,5.5520448352565905
0.48384615384615376,0.47692307692307695,5.901496992334876
0.5079487179487179,0.47692307692307695,6.220136728911767
0.532051282051282,0.47692307692307695,6.512156384915843
0.5561538461538461,0.47692307692307695,6.781060004876835
0.3874358974358974,0.48846153846153845,4.20918270298908
0.41153846153846146,0.48846153846153845,4.681016580303091
0.4356410256410256,0.48846153846153845,5.103678340341052
0.4597435897435897,0.48846153846153845,5.4847203218227945
0.48384615384615376,0.48846153846153845,5.830263308435002
0.5079487179487179,0.48846153846153845,6.145321879483844
0.532051282051282,0.48846153846153845,6.434046279866317
0.5561538461538461,0.48846153846153845,6.699904814735306
0.41153846153846146,0.5,4.624799549000065
0.4356410256410256,0.5,5.042889605141158
0.4597435897435897,0.5,5.419784216491131
0.48384615384615376,0.5,5.761546169508442
0.5079487179487179,0.5,6.073141524125272
0.532051282051282,0.5,6.358679649892348
0.5561538461538461,0.5,6.621594168078097
0.5802564102564103,0.5,6.864781259304427
